Product,Country,Quantity,Revenue
The Phone Company Touch Screen Phones 4-Wire/ Built-in M205 Grey,China,690,164458.2
SV Car Video TFT6.2W E6280 Black,China,1636,408232.8
"Litware 16"" White Oscillating Stand Fan E701 White",China,716,18472.15
Contoso DVD 48 DVD Storage Binder M50 Silver,China,1121,17951.3215
MGS Bicycle Board Games2009 E165,China,1959,56795.2
Adventure Works Coffee Maker Super-Auto 12C X125 Grey,China,250,387255
Litware Microwave 2.2CuFt M125 Red,China,832,149982.5005
Contoso Water Heater 2.6GPM E0900 White,China,1367,618388.4
The Phone Company Smart phones 160x160 M26 Pink,China,1274,236475.2
Fabrikam Laptop16 M6000 Black,China,1252,672497.3
Proseware Office Jet Wireless All-in-One Inkjet Printer M600 Black,China,1372,233747.5
"Fabrikam SLR Camera 35"" X358 Blue",China,1600,622348.35
Adventure Works Desktop PC2.33 XD233 White,China,351,310467.6
Fabrikam Laptop14.1W M4180 Red,China,1150,468276.81
Contoso USB 2.0 Dock Station docking station M800 Black,China,1054,28182.245
Proseware CRT19 E201 White,China,1557,96255
Fabrikam Coffee Maker 5C E090 Grey,China,1706,229221.6
WWI Screen 125in M1611 Black,China,407,168223.5
Fabrikam Trendsetter 1/2'' 3mm X300 White,China,1393,1223475.3
"Litware 14"" High Velocity Floor Fan E801 White",China,1406,55670.626
Adventure Works Desktop PC1.60 ED160 Silver,China,2672,645585.425
Litware 80mm LED Dual PCI Slot Fan E1501 Yellow,China,1550,43426.287
Adventure Works LCD15 E100 White,China,1615,146133.9
Proseware Desk Lamp E0130 Grey,China,1546,109831.3125
Proseware Projector 1080p LCD86 Black,China,1104,2254149
Litware Refrigerator 19CuFt M760 Green,China,771,638514.75
Contoso 4G MP3 Player E400 Black,China,1301,70386.267
Contoso Notebook Peripheral Kit M69 Black,China,1374,20260.35
"Fabrikam Trendsetter 1/2"" 3mm X300 Orange",China,1075,965200
Fabrikam Refrigerator 1.7CuFt E1200 White,China,1267,145049.3415
Litware Chandelier M6015 Black,China,1648,339764.227
The Phone Company Smart phones 4 GB of Memory M300 White,China,376,82944.95
Proseware Laptop12 M210 Black,China,1195,410579.8425
A. Datum Compact Digital Camera M200 Green,China,1348,157102.65
"Proseware Color Ink Jet Fax, Copier, Phone M250 Grey",China,1515,218418.3
WWI 2GB Pulse Smart pen M100 Silver,China,1252,222564.345
Contoso Digital camera accessory kit M200 Grey,China,1353,29138.88
The Phone Company Touch Screen Phones 5-Wire/On-wall M508 Grey,China,1295,300750.6
Proseware Photo Ink jet Printer E290 White,China,1276,115877.1
Litware 80mm Dual Ball Bearing Case Fan E1001 Black,China,1379,6083.309
Contoso Air conditioner 5200BTU E0100 White,China,1862,182110.443
Contoso Private Branch Exchange M88 Black,China,1211,35126.1025
Proseware Laser Jet All in one X300 Black,China,1516,302011.95
Litware Washer & Dryer 27in L420 Silver,China,170,413579.4
Proseware Ink Jet All in one M300 Grey,China,1263,190784.1
A. Datum Point Shoot Digital Camera M500 Orange,China,1516,270349.2
Proseware LCD20 M200 Black,China,979,225705.55
NT Washer & Dryer 27in L2700 Green,China,1106,2649318.585
Contoso In-Line Coupler E180 White,China,25800,78222.5
Contoso Telephoto Conversion Lens M350 White,China,914,77026
"The Phone Company Touch Screen Phone 1600 TFT-2.2"" L200 Grey",China,548,270609.95
NT Wireless Bluetooth Stereo Headphones M402 Silver,China,621,57099.2895
Contoso Phone System Accessory Handset with Charger M308 Grey,China,924,21999.549
Litware Home Theater System 5.1 Channel M513 Brown,China,1346,838202.95
Adventure Works Wall Lamp E3150 White,China,1561,141954.7815
Litware Desk Lamp E1030 Black,China,1201,85278.6675
SV DVD External DVD Burner M200 Grey,China,681,36030.3
Fabrikam Microwave 1.5CuFt X1100 Grey,China,333,196585.488
Litware Mobile Fan External USB Cooling Fan E601 Black,China,1479,44837.2925
"Fabrikam SLR Camera 35"" M358 Green",China,1467,429860.4
Contoso 4GB Flash MP3 Player E401 White,China,1471,103139.62
WWI Chandelier M615 Blue,China,1136,237913.1555
WWI 1GB Pulse Smart pen E50 White,China,1584,212329.2
"A. Datum SLR Camera 35"" M358 Blue",China,1630,493446.2
The Phone Company Touch Screen Phones SAW/On-wall M806 Grey,China,1529,402113.2
Litware USB Durable Desk Soft Fan E1401 Blue,China,1292,34231.5
Contoso Telephoto Conversion Lens M350 Silver,China,1014,86141.25
The Phone Company PDA Phone 3.5 inches M320 White,China,1570,420050.15
Proseware Chandelier M0615 White,China,1080,223343.289
WWI Wireless Bluetooth Stereo Headphones M170 Pink,China,362,38652
Contoso Home Theater System 2.1 Channel M1210 Black,China,1438,420593.6
Proseware Desk Lamp E0130 Blue,China,1214,85674.42
Contoso Microwave 1.5CuFt X0110 Red,China,414,242335.566
Contoso DVD Player M140 Gold,China,309,17071.101
Adventure Works LCD19 E108 Black,China,1487,186739.55
Fabrikam Refrigerator 19CuFt M7600 Orange,China,753,621253.95
A. Datum SLR Camera X136 Silver,China,1651,624209.95
SV 8xDVD E130 Silver,China,1428,72157.735
A. Datum Rangefinder Digital Camera X200 Orange,China,1404,249900
MGS Hand Games for 12-16 boys E600 Red,China,7785,35315.4775
Proseware Fax Phone E100 White,China,954,73967.4
Fabrikam SLR Camera X149 Pink,China,598,336761.7
Proseware Screen 100in M1609 White,China,1939,330429
Litware Home Theater System 5.1 Channel M516 Black,China,967,516381.15
Adventure Works Laptop15.4W M1548 Black,China,1539,1026028.8
MGS RalliSport Challenge E115,China,1308,32659.2
Contoso Phone with Memory Dialing-single line E88 Black,China,1452,17998.596
Adventure Works Coffee Maker 4C E080 White,China,1793,207443.805
MGS Freelancer 2009 E153,China,2099,80657.25
Contoso DVD 38 DVD Storage Binder E25 Black,China,1153,10282.2075
Contoso Centrex Phone System L10 Grey,China,1272,49511.583
"Adventure Works 20"" Analog CRT TV E45 Silver",China,1835,326740
Contoso Expandable 3-Handset Cordless Phone System M204 Grey,China,1277,40576.9255
WWI Desktop PC1.60 E1600 Red,China,2365,469967.165
"The Phone Company Touch Screen Phones 26-2.2"" M200 Grey",China,1271,262901.5
Contoso Laptop Keyboard X105 Brown,China,617,128507.395
"Fabrikam Independent Filmmaker 1/2"" 3mm X300 Orange",China,906,1278378
Adventure Works CRT19 E10 Black,China,1268,77901
Proseware 23ppm Laser Printer with Wireless and Wired Network Interfaces M680 Grey,China,1528,262385.2
MGS Halo 2 for Windows Vista M220,China,1679,105387.8575
WWI Desk Lamp E120 White,China,1654,45374.87
Proseware LCD19 E1000 Black,China,1011,127059.9
Fabrikam Business Videographer 2/3'' 17mm M280 Black,China,1370,1071170
Fabrikam Refrigerator 4.6CuFt E2800 White,China,1421,380567.314
WWI LCD17W E200 Black,China,1602,189339.75
WWI Desktop PC1.60 E1600 Black,China,2233,439746.035
Fabrikam Microwave 1.0CuFt E1100 Silver,China,1520,189056.495
Contoso USB Data Link - direct connect adapter E600 Grey,China,1298,19466.265
Adventure Works Chandelier M8150 Silver,China,588,142694.325
Contoso 4-Line Expandable Cordless Phone System M900 White,China,959,18656
WWI 4GB Video Recording Pen X200 Yellow,China,715,194412.8
Fabrikam Microwave 1.6CuFt M1250 Grey,China,1522,248512.193
SV USB Sync Charge Cable E700 Black,China,908,1585.7315
Litware Home Theater System 5.1 Channel M513 Black,China,1199,743224.3
Litware 80mm LED Dual PCI Slot Fan E1501 Blue,China,1505,42245.568
Contoso Home Theater System 4.1 Channel M1420 Brown,China,1129,482448
A. Datum Ultra Compact Digital Camera M190 Green,China,1679,253250.25
MGS MechWarrior 4: Knight E121,China,1835,110657.745
Contoso Lens Adapter M450 White,China,1272,76765.2
The Phone Company PDA GPS Phone 4.7 inch L950 Black,China,1608,527712
Contoso Digital Cameras Lightweight Tripod E316 Silver,China,690,31903.56
Contoso 3 Handset Cordless Phone System E30 White,China,1741,26113.63
Contoso Home Theater System 2.1 Channel E1220 White,China,1782,315444.85
Contoso 4GB Flash MP3 Player E401 Silver,China,1232,85517.912
Contoso Home Theater System 2.1 Channel M1230 Silver,China,495,165726
Contoso Multimedia Speakers M25 White,China,1212,140558.4
Contoso Home Theater System 5.1 Channel M1510 Silver,China,1108,488559.9
Contoso Air conditioner 6000BTU E0180 Blue,China,1728,309134.5425
The Phone Company Touch Screen Phones - LCD M12 Black,China,1801,316270
MGS Hand Games women M400 Black,China,7227,58357.2365
MGS Zoo Tycoon Marine Mania 2009 E160,China,2441,68657.6
Contoso DVD Recorder L220 White,China,1070,208575.6
Contoso Lens cap E80 White,China,814,22034.215
Fabrikam Home and Vacation Moviemaker 2/3'' 17mm M103 White,China,1493,893321.75
The Phone Company Smart phones 4 GB of Memory M300 Gold,China,536,111290.35
Contoso Projector 480p M481 Black,China,1514,672402.5
The Phone Company PDA Phone Unlocked 4.7 inches L550 White,China,1447,391422.2
The Phone Company Smart phones Unlocked International M800 Pink,China,1204,337760.5
WWI Desk Lamp E120 Black,China,1171,31559.9765
Proseware CRT19 E201 Black,China,1643,101067.75
MGS Dungeon Siege 2009 E163,China,2116,60756.8
Fabrikam Laptop12 M2002 Red,China,1482,481012.8
WWI Projector 720p LCD56 Black,China,1418,881718.6
SV 22xDVD M600 Black,China,432,51459.885
Adventure Works Desk Lamp E1200 Grey,China,2061,55955.342
Fabrikam Refrigerator 3.2CuFt E1600 Silver,China,1295,324914.3955
Proseware Screen 125in X1609 Silver,China,328,137608.2
A. Datum Ultra Compact Digital Camera M190 Silver,China,1668,246798.75
Litware Refrigerator 1.7CuFt E120 Silver,China,1461,170098.4145
Fabrikam Microwave 1.5CuFt X1100 Red,China,321,193388.976
Litware 80mm Dual Ball Bearing Case Fan E1001 Pink,China,1620,7274.1725
Contoso Screen 106in M060 Black,China,860,192366.4
Contoso Rechargeable Battery E100 Black,China,1267,14844.585
WWI Desk Lamp E130 Grey,China,1576,114216.57
Contoso Car power adapter M90 Black,China,1762,30708.0375
Contoso Air conditioner 25000BTU L1672 Blue,China,1085,624128.7865
Contoso Home Theater System 2.1 Channel M1210 Brown,China,1010,298929.4
Contoso Washer & Dryer 15.5in E155 White,China,1157,1025573.4
Litware Home Theater System 4.1 Channel M411 Black,China,451,245979.35
Contoso Washer & Dryer 27in L270 Red,China,124,292648.2
Contoso Washer & Dryer 27in L270 Pink,China,184,447922.8
Contoso Wireless Notebook Optical Mouse M35 Silver,China,591,16240.3875
SV 160GB USB2.0 Portable Hard Disk M65 White,China,447,37904.475
Fabrikam Trendsetter 1'' 25mm X400 Black,China,1274,1173170
Contoso Connectivity Starter Kit Smart Buy M680 White,China,1124,27706.095
WWI CRT17 E106 White,China,1367,121364.1
SV Hand Games for kids E30 Red,China,6380,30778.2475
WWI Projector 480p DLP12 Silver,China,1547,690740.75
Litware Microwave 1.6CuFt M125 Blue,China,1295,206493.5275
WWI Desktop PC2.30 M2300 White,China,1233,613278.9
WWI Desktop PC1.80 E1800 Black,China,2427,496652.97
Contoso DVD 15-Inch Player Portable L200 White,China,1264,327877.1935
"Contoso SLR Camera 35"" M358 Orange",China,1744,557495.5
SV Hand Games men M30 Black,China,1643,10093.992
Litware Home Theater System 4.1 Channel M413 Silver,China,659,332556.75
"Adventure Works 13"" Color TV E25 Black",China,1558,163894.341
Proseware Chandelier M0815 Grey,China,951,228480.075
Contoso DVD External DVD Burner M200 Grey,China,527,27820.022
Contoso Home Theater System 2.1 Channel M1230 Brown,China,601,194544
A. Datum Super-zoom Digital Camera X300 Black,China,938,236828.5
Contoso Water Heater 2.6GPM E0900 Red,China,1378,625119.4
Contoso 16GB New Generation MP5 Player M1650 Pink,China,351,74646
Contoso Washer & Dryer 25.5in M255 White,China,406,737720.1
Contoso Screen 125in M250 Silver,China,660,281458.8
Litware Microwave 2.2CuFt M125 Black,China,767,140222.9885
Fabrikam Refrigerator 19CuFt M7600 White,China,737,611589.7
Proseware Projector 1080p LCD86 White,China,1122,2318868
Adventure Works Floor Lamp X1150 Silver,China,1306,741119.147
Contoso Rubberized Snap-On Cover Hard Case Cell Phone Protector E160 Pink,China,36480,155206.56
MGS Impossible Creatures2009 E154,China,2367,92617.7
MGS Dungeon Siege II E105,China,1376,71780.8
Proseware Floor Lamp X0115 Grey,China,858,491206.8765
Proseware LCD22W M2001 White,China,503,305991.35
Contoso Enhanced Capacity Battery M800 White,China,1372,34529.04
"Fabrikam Home and Vacation Moviemaker 1"" 25mm M400 Blue",China,1085,591510
Contoso Original K1m Li-Ion Standard Battery E170 Black,China,25020,90160.42
Fabrikam Coffee Maker 5C E090 Silver,China,1322,174903.65
"A. Datum SLR Camera 35"" X358 Gold",China,1363,720300
Litware Washer & Dryer 21in E214 Green,China,1281,1819342.2
Fabrikam Laptop8.9W E0880 Silver,China,587,177811.2
Contoso General Carrying Case E304 Silver,China,1254,22422.783
WWI LCD24W X300 White,China,286,218814.2
Contoso SLR Camera M144 Silver Grey,China,1402,414369.2
Contoso 90W AC/DC Power Adapter E300 Grey,China,1564,16686.775
The Phone Company PDA Palm 3.7 inch M830 White,China,287,78233.35
MGS Dal of Honor Airborne 2008 M430,China,832,25442.2
Fabrikam Home and Vacation Moviemaker 1/3'' 8.5mm M200 White,China,965,554254.8
Proseware All-In-One Photo Printer M200 Black,China,1397,170448.8
MGS Rise of Nations: Thrones and Patriots M320,China,1000,68148.664
Contoso Home Theater System 2.1 Channel E1220 Silver,China,1508,266729.65
Proseware Floor Lamp X0115 Black,China,823,472476.971
WWI Laptop16 M0160 Black,China,1448,774986.2
NT Washer & Dryer 27in L2700 Blue,China,995,2384824.455
A. Datum SLR Camera X142 Orange,China,1266,486267.6
NT Washer & Dryer 24in M2400 Silver,China,1274,2082367.665
Contoso Water Heater 4.0GPM M1250 White,China,1355,955290.7
Fabrikam Laptop13.3W M3080 Red,China,1617,565528.2
Contoso Phone Tough Skin Case E140 Silver,China,3600,80553.12
Contoso Screen 80in E080 Black,China,1750,171418.85
A. Datum Super-zoom Digital Camera X300 Grey,China,1179,306022.5
Contoso behind Centrex X15 Black,China,1202,53361.8255
"Contoso SLR Camera 35"" M358 Silver Grey",China,946,308542.3
"Fabrikam Independent Filmmaker 2/3"" 17mm X100 Blue",China,997,1388216
MGS Age of Empires III: The Asian Dynasties E106,China,2134,109407.2
NT Wireless Bluetooth Stereo Headphones E302 Pink,China,1377,51178.155
Fabrikam Laptop15 M5000 White,China,1313,825728.7
SV DVD 58 DVD Storage Binder M55 Silver,China,1444,18250.7655
Proseware LCD20 M200 White,China,724,166731.25
A. Datum Interchangeable lens Non-SLR Digital Camera X250 Grey,China,362,86644.4
Contoso Enhanced Capacity Battery M800 Black,China,1412,34724.34
Fabrikam Microwave 0.9CuFt E0900 Silver,China,1345,122102.7885
Contoso Air conditioner 25000BTU L1672 Silver,China,1293,740960.1495
Fabrikam Microwave 0.8CuFt E0800 White,China,1400,120133.853
Fabrikam Business Videographer 1'' 25mm M600 Grey,China,991,808431.5
The Phone Company PDA Phone 4.7 inches L360 Black,China,969,351006.3
Proseware LCD17 E200 White,China,1512,133189.65
"Contoso SLR Camera 35"" M358 Gold",China,476,153438.8
MGS Dungeon Siege X300,China,1356,132516.75
Contoso Home Theater System 4.1 Channel M1410 Silver,China,1630,477790.25
NT Wireless Bluetooth Stereo Headphones E102 Black,China,1484,63195.7025
NT Washer & Dryer 24in M2400 Green,China,1313,2108377.935
Proseware Floor Lamp X0115 Blue,China,874,496326.596
Contoso Ultraportable Neoprene Sleeve E30 Green,China,1249,17053.14
A. Datum Consumer Digital Camera E100 Green,China,1270,319820.15
Litware Desktop Wind Tower Oscillating Fan E1201 White,China,1045,28240.0835
Contoso Bedroom Phone with AM/FM Stereo and Call Waiting Caller ID M600 White,China,1232,22983.45
Fabrikam Coffee Maker 12C M100 Grey,China,1278,517446
Litware Home Theater System 7.1 Channel M710 Silver,China,957,670800.45
NT Wireless Bluetooth Stereo Headphones M402 Red,China,760,68433.156
Contoso Microwave 0.8CuFt E0080 Silver,China,1413,121677.4405
Fabrikam Laptop8.9 M0801 Silver,China,414,131187.15
WWI LCD22W M2003 Black,China,661,413273.35
Litware Wall Lamp E2015 Silver,China,1121,118826.097
NT Wireless Bluetooth Stereo Headphones E302 Silver,China,1059,39286.8675
WWI Projector 720p DLP56 White,China,1409,1285313.4
Litware Microwave 0.8CuFt E080 Silver,China,1450,124189.926
A. Datum Rangefinder Digital Camera X200 Green,China,1652,298660
Contoso Phone Tough Skin Case E140 Pink,China,7160,162007.6
Litware Microwave 0.9CuFt E090 Silver,China,1359,120007.998
Litware Microwave 0.9CuFt E090 White,China,1503,134281.5705
Fabrikam Microwave 0.9CuFt E0900 White,China,1281,115618.437
Contoso Projector 720p M620 Black,China,1135,712630.5
Contoso 2-Line Corded Cordless Telephone M202 Grey,China,1490,38733.539
Fabrikam Independent Filmmaker 1/2'' 3mm X300 Grey,China,865,1250807
Adventure Works Coffee Maker 12C M100 Black,China,1287,508902
A. Datum All in One Digital Camera M200 Green,China,1304,217375
Proseware Fax Machine E100 Black,China,1645,115505.9
Contoso Water Heater 7.2GPM X1800 White,China,1203,1608930
Contoso Screen 80in E080 Silver,China,1549,153777.2
Contoso Air conditioner 12000BTU M0640 Silver,China,652,268381.1655
Fabrikam Home and Vacation Moviemaker 1'' 25mm M400 White,China,1210,661200
"A. Datum SLR Camera 35"" M358 Grey",China,1439,435884.8
Contoso Microwave 1.6CuFt M0125 Black,China,1663,266034.2195
Contoso Original K1m Li-Ion Standard Battery E170 White,China,29060,105044.38
A. Datum Full Frame Digital Camera X300 Silver,China,258,53846.1
Contoso ADSL Modem Splitter/Filter X 1 E100 Grey,China,783,12289.245
Contoso Phone with Memory Dialing-single line E88 White,China,1226,15802.6935
Fabrikam Independent Filmmaker 1'' 25mm X400 Grey,China,834,1189440
SV 40GB USB2.0 Portable Hard Disk E400 Red,China,1312,89671.9995
Adventure Works Desktop PC2.30 MD230 White,China,1187,632034.85
Contoso Reserve Pen - Tablet Pen E200 Gold,China,872,10894.82
